game_id,store_id,game_name,release_year,game_genre,num_players,type_of_machine,game_price
48961,555142,Digital Combat 3000,2013,"Light Gun Shooter, Sport, Puzzle",4,Virtual Reality Arcade Pod,1.5
984924,872222,Cyber Hero Quest,2003,"Rhythm Game, Light Gun Shooter, Sport",1,Arcade Boxing Machine,0.25
754409,888359,Robo Vortex Mania,1992,"Maze, Platformer, Racing",4,Guitar Arcade Unit,0.25
318293,695446,Monster Cavern Saga,2014,"Pinball, Racing, Puzzle, Shooter",1,Interactive Touchscreen,0.75
231009,231875,House of the Cavern Challenge,1985,"Puzzle, Light Gun Shooter, Platformer",1,Pinball Machine,0.5
257486,607791,Pixel Assault Challenge,1979,"Light Gun Shooter, Fighting",4,Interactive Touchscreen,2.0
37912,325238,Pixel Traveler 3000,1990,"Rhythm Game, Shooter, Puzzle, Light Gun Shooter",4,Dance Dance Revolution Machine,1.0
158145,327536,Cosmic Mash Trials,2002,"Puzzle, Maze, Rhythm Game",4,Racing Simulator,1.75
452639,122352,Skyward Blaster Surge,2016,"Platformer, Fighting",4,Bubble Hockey Table,1.0
992611,672944,Cyber Fighter Rampage,2009,"Puzzle, Beat 'em Up, Racing",2,Virtual Reality Arcade Pod,0.75
201276,235545,Pixel Traveler Force,2021,"Maze, Puzzle, Platformer",4,Virtual Reality Arcade Pod,0.25
395455,695446,Phantom Avenger Odyssey,2011,"Beat 'em Up, Pinball, Fighting",2,Virtual Reality Arcade Pod,1.0
684557,534673,Alien Fury Elite,1981,"Puzzle, Beat 'em Up, Sport, Maze",4,Virtual Reality Arcade Pod,1.5
658023,265691,Laser Warp Chaos,1978,"Puzzle, Maze, Sport",1,Foosball Table,1.0
803202,37523,Jungle Surfer Pro,2004,"Pinball, Puzzle, Platformer",4,Bubble Hockey Table,1.0
388121,324615,Cosmic Colossus Evolution,1989,"Maze, Light Gun Shooter, Puzzle",1,Bubble Hockey Table,1.0
897460,872516,Asteroid Surfer Chaos,2021,"Beat 'em Up, Racing, Pinball",4,Virtual Reality Arcade Pod,2.0
106228,154926,Skyward Cavern Showdown,1997,"Beat 'em Up, Maze, Shooter",1,Coin Pusher Machine,1.75
776000,384085,Electric Blaster Elite,1999,Fighting,1,Arcade Cabinet,1.5
907371,309599,House of the Mash League,2005,"Platformer, Light Gun Shooter, Pinball, Puzzle",2,Dance Dance Revolution Machine,0.25
510261,483275,Skyward Invaders Trials,2008,"Platformer, Racing, Shooter, Sport",2,Coin Pusher Machine,1.75
262996,774052,Electric Pirate Legends,1977,"Pinball, Fighting, Light Gun Shooter",2,Coin Pusher Machine,1.0
650708,619424,Alien Pirate Mania,2014,"Sport, Fighting, Pinball",1,Foosball Table,1.5
627907,999893,Virtual Cavern League,2011,"Beat 'em Up, Platformer",4,Claw Machine,0.75
300357,636606,Neon Warp Genesis,1982,"Platformer, Beat 'em Up, Sport",2,Dance Dance Revolution Machine,1.75
827456,740339,Cosmic Assault Elite,2016,"Shooter, Platformer, Maze, Beat 'em Up",2,Bubble Hockey Table,1.25
534146,427256,Mystic Explorer Genesis,2005,"Light Gun Shooter, Maze, Rhythm Game",1,Guitar Arcade Unit,2.0
437345,993188,Retro Assault Adventure,1988,Rhythm Game,2,Virtual Reality Arcade Pod,1.0
369818,389009,Infinity Quest Adventure,1978,"Beat 'em Up, Sport, Shooter",1,Arcade Cabinet,0.25
834857,240226,Jungle Maze Xtreme,2009,"Beat 'em Up, Rhythm Game",1,Virtual Pinball Machine,1.5
847856,278169,Asteroid Maverick Mania,2005,Shooter,2,Guitar Arcade Unit,1.0
30739,338662,Virtual Hero Rampage,1978,"Fighting, Light Gun Shooter, Platformer",1,Interactive Touchscreen,1.0
666319,431611,Infinity Cavern Legends,2002,"Light Gun Shooter, Sport, Puzzle",1,Interactive Touchscreen,1.0
686348,415533,Galaxy Blaster Elite,1988,"Rhythm Game, Racing",1,Bubble Hockey Table,1.0
969502,433633,Neon Fighter 3000,1975,"Racing, Platformer",1,Pinball Machine,1.25
846509,798196,Retro Colossus Evolution,2018,Platformer,2,Bubble Hockey Table,1.75
277307,845798,Phantom Invaders Chaos,2022,"Platformer, Sport, Light Gun Shooter",4,Arcade Boxing Machine,0.25
930781,651182,Retro Mash Genesis,2007,"Racing, Light Gun Shooter, Maze, Puzzle",1,Foosball Table,1.5
959070,873713,Laser Racer Mania,2013,"Racing, Light Gun Shooter, Shooter",1,Pinball Machine,1.25
385740,872516,Skyward Fury Racers,2014,Fighting,1,Guitar Arcade Unit,1.75
22000,196247,Crystal Blaster 3000,2015,"Beat 'em Up, Maze, Shooter",2,Basketball Shooting Game,2.0
100374,886921,Cosmic Blaster Adventure,2006,"Rhythm Game, Maze",1,Pinball Machine,0.5
915677,893569,Monster Dragon Escape,2006,"Platformer, Maze, Light Gun Shooter",4,Interactive Touchscreen,0.5
776524,998619,Time Ninja League,1987,"Maze, Racing, Fighting",1,Coin Pusher Machine,1.25
683507,930042,House of the Maverick League,2007,"Fighting, Racing, Rhythm Game",2,Basketball Shooting Game,0.75
547901,763917,Digital Warp Xtreme,1983,"Rhythm Game, Light Gun Shooter",2,Arcade Boxing Machine,1.75
896546,937039,Jungle Surfer Force,2009,"Puzzle, Maze, Shooter",1,Claw Machine,1.5
810347,601393,Alien Avenger Genesis,1979,"Beat 'em Up, Racing",2,Arcade Cabinet,1.0
313596,618190,Phantom Quest Wars,2017,"Rhythm Game, Pinball, Platformer",1,Pinball Machine,0.75
811549,274133,Neon Wizard Pro,2002,"Maze, Shooter, Racing, Sport",4,Virtual Pinball Machine,0.5
232004,649100,Mystic Racer Mania,2009,"Sport, Pinball",2,Bubble Hockey Table,1.25
184191,363530,Neon Maze Legends,1976,"Shooter, Pinball, Sport",4,Foosball Table,0.5
629472,562838,Sky Rocket Racers,1990,"Fighting, Puzzle, Light Gun Shooter",4,Virtual Reality Arcade Pod,1.25
474301,304866,Laser Quest Force,1986,"Pinball, Platformer, Shooter, Rhythm Game",4,Bubble Hockey Table,0.5
359801,504379,Sky Racer Elite,1997,"Shooter, Platformer",1,Basketball Shooting Game,0.5
193871,537226,Cosmic Wizard Odyssey,2012,"Sport, Light Gun Shooter, Fighting",2,Virtual Pinball Machine,2.0
571068,235545,Asteroid Fighter Surge,2013,"Light Gun Shooter, Beat 'em Up, Platformer",2,Interactive Touchscreen,0.5
321321,852266,Crystal Rocket Genesis,2014,"Light Gun Shooter, Platformer, Shooter",2,Guitar Arcade Unit,0.75
773380,409432,Pixel Rocket Evolution,1985,"Rhythm Game, Racing",1,Arcade Boxing Machine,1.75
135428,322212,House of the Hero Genesis,2009,"Maze, Shooter, Puzzle, Beat 'em Up",1,Foosball Table,1.0
505941,384699,Asteroid Rebellion Force,1981,"Light Gun Shooter, Platformer, Pinball, Fighting",2,Virtual Pinball Machine,1.75
96186,645746,Pixel Mash League,2019,"Beat 'em Up, Maze, Racing",2,Arcade Cabinet,1.5
22272,68397,Pixel Combat Rampage,1994,"Maze, Shooter, Rhythm Game, Platformer",1,Dance Dance Revolution Machine,1.0
319,361110,Retro Fighter Wars,2015,Shooter,4,Pinball Machine,1.5
66238,110879,Electric Rocket Trials,2012,Rhythm Game,2,Coin Pusher Machine,1.75
524146,97812,Infinity Assault Force,2000,"Puzzle, Sport",1,Foosball Table,0.5
371893,428801,Galaxy Vortex Evolution,2005,"Rhythm Game, Puzzle",1,Arcade Cabinet,1.75
713066,459771,Sky Fighter Challenge,2007,"Rhythm Game, Beat 'em Up, Puzzle",1,Pinball Machine,0.25
402543,46321,Galaxy Rocket Genesis,1982,"Sport, Rhythm Game, Platformer, Racing",4,Basketball Shooting Game,1.0
326776,823546,Phantom Warp Genesis,2014,Maze,2,Guitar Arcade Unit,1.0
251958,218510,Space Avenger 3000,2000,Beat 'em Up,4,Coin Pusher Machine,0.25
498032,561300,Electric Hero Challenge,1978,"Maze, Beat 'em Up, Light Gun Shooter",1,Guitar Arcade Unit,1.25
108575,430160,Virtual Cavern Xtreme,2003,Sport,2,Guitar Arcade Unit,1.0
250843,193148,Retro Colossus Mayhem,1993,"Pinball, Sport, Fighting",2,Bubble Hockey Table,0.5
306369,642153,Cyber Colossus Odyssey,1999,"Light Gun Shooter, Shooter, Beat 'em Up",2,Virtual Pinball Machine,0.75
132472,856886,Neon Assault Mania,1993,"Beat 'em Up, Light Gun Shooter, Platformer, Sport",1,Guitar Arcade Unit,1.75
803904,305918,Space Avenger Genesis,2021,"Racing, Platformer, Puzzle",1,Racing Simulator,0.5
725743,468037,Robo Cavern Mania,2016,"Maze, Light Gun Shooter, Pinball",4,Coin Pusher Machine,1.5
635717,712790,Laser Explorer Pro,1977,"Sport, Pinball, Rhythm Game, Light Gun Shooter",1,Bubble Hockey Table,1.5
217293,952676,Alien Vortex Saga,2015,"Rhythm Game, Maze, Puzzle, Fighting",1,Virtual Reality Arcade Pod,2.0
838280,217691,Cyber Hero Surge,2021,"Shooter, Pinball, Fighting",1,Virtual Reality Arcade Pod,0.25
296047,369945,Infinity Hero 3000,1980,"Beat 'em Up, Light Gun Shooter",4,Bubble Hockey Table,2.0
649037,405693,House of the Quest Chaos,2009,"Puzzle, Shooter, Pinball, Sport",2,Arcade Cabinet,1.25
743924,861210,Electric Pirate Challenge,2018,Puzzle,1,Arcade Cabinet,2.0
507327,672153,Neon Traveler Surge,2001,"Pinball, Platformer, Maze",1,Racing Simulator,1.5
635144,129799,Galaxy Avenger Force,2000,"Racing, Light Gun Shooter",1,Foosball Table,1.0
706488,113289,House of the Traveler Mayhem,2003,"Racing, Rhythm Game, Sport",4,Dance Dance Revolution Machine,0.75
584272,214142,Virtual Explorer Rampage,2009,"Fighting, Beat 'em Up, Maze",4,Claw Machine,1.5
50175,115749,Pixel Traveler Odyssey,1998,"Pinball, Beat 'em Up, Shooter",2,Foosball Table,1.25
176985,672153,Laser Blaster Challenge,2018,Maze,1,Foosball Table,1.5
266384,15159,Digital Assault Pro,1991,Rhythm Game,2,Virtual Pinball Machine,0.5
119820,736775,Retro Quest Rampage,1983,"Light Gun Shooter, Sport, Pinball, Beat 'em Up",2,Guitar Arcade Unit,1.75
389498,59282,Retro Blaster Evolution,2008,"Maze, Racing, Rhythm Game, Puzzle",4,Pinball Machine,0.5
18807,920114,Cosmic Rocket 3000,2002,"Platformer, Pinball",4,Claw Machine,1.25
576782,849231,Digital Blaster Elite,2013,"Platformer, Light Gun Shooter, Shooter, Maze",4,Virtual Reality Arcade Pod,0.75
897869,675931,Pixel Traveler Racers,2004,"Puzzle, Light Gun Shooter, Rhythm Game",1,Virtual Reality Arcade Pod,2.0
533279,283101,Space Quest Trials,2012,Rhythm Game,4,Basketball Shooting Game,1.0
634861,747838,Monster Rebellion Xtreme,1979,"Puzzle, Rhythm Game, Racing",1,Basketball Shooting Game,2.0
64572,823343,Sky Fighter Wars,1976,Puzzle,2,Arcade Boxing Machine,0.5
778106,231875,Virtual Traveler Racers,1994,"Shooter, Beat 'em Up, Racing, Light Gun Shooter",1,Pinball Machine,0.25
729305,993713,Crystal Pirate Wars,2002,"Fighting, Sport, Puzzle, Pinball",4,Interactive Touchscreen,2.0
92617,729686,Time Maverick Escape,2006,Pinball,4,Guitar Arcade Unit,0.5
419726,801839,Galaxy Traveler Xtreme,2003,"Pinball, Shooter, Racing, Puzzle",2,Guitar Arcade Unit,0.25
266304,249514,Alien Combat Surge,1978,"Light Gun Shooter, Puzzle",2,Virtual Pinball Machine,0.25
207426,980454,Phantom Avenger Wars,1992,"Racing, Light Gun Shooter, Rhythm Game, Puzzle",1,Virtual Reality Arcade Pod,0.5
538438,722211,Skyward Mash 3000,2021,Light Gun Shooter,2,Arcade Cabinet,0.5
713520,563742,Cyber Avenger Genesis,1981,"Maze, Fighting, Sport",1,Coin Pusher Machine,0.75
865782,687317,Jungle Dragon Chaos,2021,"Fighting, Pinball, Light Gun Shooter, Rhythm Game",1,Virtual Reality Arcade Pod,1.0
356919,806253,Space Surfer Rampage,2016,"Pinball, Puzzle, Fighting, Sport",2,Claw Machine,1.5
702912,612692,Pixel Warp Escape,2010,Platformer,4,Bubble Hockey Table,2.0
261226,800455,Time Avenger Challenge,2011,Puzzle,4,Foosball Table,0.25
802578,702063,Phantom Warp Mania,2015,"Racing, Light Gun Shooter, Maze",4,Virtual Reality Arcade Pod,0.5
355826,336773,Infinity Hero Force,1990,"Fighting, Maze, Shooter",2,Basketball Shooting Game,2.0
988725,782247,Digital Rebellion Challenge,1985,"Fighting, Pinball, Rhythm Game",1,Arcade Boxing Machine,0.25
960503,79818,Pixel Wizard Escape,2008,"Puzzle, Shooter, Pinball, Fighting",1,Virtual Pinball Machine,0.75
819701,394936,Infinity Surfer Genesis,1976,"Racing, Sport, Pinball",1,Arcade Boxing Machine,1.25
445244,364213,Time Maze Rampage,1992,"Racing, Pinball, Rhythm Game, Platformer",4,Coin Pusher Machine,0.75
938531,42847,Space Explorer Chaos,1981,"Puzzle, Sport, Platformer",4,Basketball Shooting Game,1.25
642700,802967,Alien Quest Odyssey,2018,"Beat 'em Up, Pinball",1,Foosball Table,0.75
748377,703876,Mystic Quest League,2005,"Shooter, Beat 'em Up",4,Arcade Cabinet,1.25
629621,619271,Cyber Pirate Xtreme,2003,"Rhythm Game, Maze",2,Arcade Cabinet,0.5
28772,522800,Virtual Maze Rampage,1976,"Pinball, Light Gun Shooter, Maze",4,Pinball Machine,1.0
522856,423449,Time Wizard Trials,1980,"Pinball, Fighting",1,Racing Simulator,1.25
787336,58835,Digital Avenger Saga,2002,"Sport, Maze, Puzzle",1,Bubble Hockey Table,1.0
750749,104931,Skyward Assault Challenge,1976,Platformer,1,Coin Pusher Machine,0.5
813940,455538,Robo Surfer 3000,1984,"Light Gun Shooter, Racing, Sport",2,Dance Dance Revolution Machine,0.25
475909,446578,Jungle Combat Saga,1994,Rhythm Game,1,Basketball Shooting Game,0.75
781339,369945,Time Avenger Wars,2004,"Shooter, Maze, Racing",1,Claw Machine,1.0
54859,563865,Time Pirate Mania,1992,"Puzzle, Maze, Beat 'em Up, Shooter",4,Foosball Table,0.5
880184,338662,Crystal Racer Xtreme,1981,"Shooter, Fighting",1,Racing Simulator,1.0
725911,247656,Retro Rebellion Saga,2013,"Sport, Rhythm Game, Shooter, Platformer",2,Interactive Touchscreen,0.75
71840,936936,Electric Fighter Escape,2012,"Fighting, Racing, Sport",1,Bubble Hockey Table,2.0
248223,718785,Retro Vortex Chaos,1995,"Racing, Pinball, Light Gun Shooter",2,Bubble Hockey Table,0.75
826981,797649,Jungle Dragon Rampage,1999,"Racing, Sport",1,Virtual Pinball Machine,0.75
71906,387636,Phantom Colossus Odyssey,1990,"Puzzle, Rhythm Game, Shooter",4,Racing Simulator,1.5
951764,405693,Retro Pirate Chaos,2006,"Rhythm Game, Platformer, Racing, Shooter",2,Guitar Arcade Unit,1.25
384717,254476,Virtual Jumper Rampage,2007,"Pinball, Puzzle, Sport",4,Virtual Pinball Machine,1.75
842836,430448,Virtual Explorer Mania,1985,"Shooter, Puzzle, Light Gun Shooter",2,Guitar Arcade Unit,0.75
487877,216431,Infinity Hero Elite,2002,"Rhythm Game, Sport, Puzzle, Maze",1,Bubble Hockey Table,1.25
130358,353295,Infinity Rebellion Showdown,1995,"Rhythm Game, Puzzle",1,Coin Pusher Machine,1.5
659466,963873,Phantom Vortex Trials,1991,"Fighting, Maze, Puzzle",4,Arcade Boxing Machine,1.25
543806,455538,Monster Ninja Saga,2021,"Maze, Platformer, Beat 'em Up",1,Virtual Pinball Machine,0.5
752383,361193,Alien Cavern Trials,2005,"Maze, Sport",4,Coin Pusher Machine,1.0
937125,100616,Infinity Invaders Escape,2007,"Light Gun Shooter, Maze",2,Claw Machine,1.5
64150,186147,Alien Assault Xtreme,1992,"Rhythm Game, Platformer, Racing",2,Foosball Table,1.0
776259,430448,Alien Combat Wars,2018,"Beat 'em Up, Puzzle, Sport, Racing",4,Claw Machine,1.75
126793,90039,Digital Traveler Escape,1993,"Light Gun Shooter, Pinball",1,Claw Machine,2.0
804539,750186,Robo Cavern Showdown,2021,"Shooter, Beat 'em Up, Maze, Sport",1,Guitar Arcade Unit,1.75
589275,112828,Time Jumper Xtreme,1997,"Beat 'em Up, Shooter, Racing, Maze",1,Coin Pusher Machine,0.25
147564,736775,Laser Jumper Pro,2021,"Light Gun Shooter, Beat 'em Up, Pinball",2,Pinball Machine,1.25
335153,48568,Mystic Surfer Genesis,2000,Pinball,4,Claw Machine,2.0
100077,435840,Cyber Avenger Evolution,2015,"Light Gun Shooter, Racing, Pinball, Beat 'em Up",2,Interactive Touchscreen,0.5
970058,681859,Time Warp Adventure,2005,"Rhythm Game, Pinball, Beat 'em Up",1,Foosball Table,1.0
468316,948487,Retro Ninja Surge,2019,"Light Gun Shooter, Beat 'em Up, Platformer",2,Guitar Arcade Unit,1.0
769903,443377,Crystal Dragon 3000,2008,"Maze, Light Gun Shooter, Platformer",2,Bubble Hockey Table,0.75
447777,360030,Phantom Surfer Adventure,2013,"Sport, Platformer, Rhythm Game, Racing",4,Claw Machine,0.75
364317,458195,Digital Explorer Mania,1997,Shooter,4,Foosball Table,1.25
882732,832457,Phantom Surfer Racers,2006,"Platformer, Beat 'em Up, Maze",1,Basketball Shooting Game,0.25
894729,461557,Digital Wizard Odyssey,2012,"Rhythm Game, Shooter, Pinball, Fighting",2,Bubble Hockey Table,0.5
284594,484595,Robo Hero Legends,2010,"Light Gun Shooter, Fighting, Racing",1,Bubble Hockey Table,0.75
501650,50177,Monster Hero Legends,2001,"Light Gun Shooter, Beat 'em Up, Racing",1,Interactive Touchscreen,0.25
291668,392062,Galaxy Wizard Pro,1985,"Puzzle, Platformer, Fighting, Rhythm Game",4,Coin Pusher Machine,1.25
362934,725648,Sky Fury Showdown,1980,Maze,4,Dance Dance Revolution Machine,0.5
938407,915815,Jungle Quest Trials,2018,"Shooter, Platformer, Racing",4,Bubble Hockey Table,1.5
653558,168085,Cosmic Fury Showdown,1977,"Pinball, Shooter, Rhythm Game",2,Pinball Machine,1.75
18292,571802,Laser Mash Chaos,2020,"Sport, Racing, Beat 'em Up",1,Arcade Boxing Machine,0.5
654421,161078,Galaxy Rebellion Evolution,2010,Shooter,4,Claw Machine,1.25
676484,377918,Infinity Colossus Wars,1990,"Pinball, Maze, Shooter",4,Racing Simulator,0.5
531928,909788,Sky Racer Legends,2021,"Sport, Pinball, Puzzle",1,Claw Machine,1.0
60944,568955,Pixel Racer Rampage,1989,"Platformer, Puzzle, Sport",2,Dance Dance Revolution Machine,2.0
539730,927434,Neon Ninja 3000,1985,"Pinball, Fighting",4,Interactive Touchscreen,2.0
873099,823343,Phantom Racer Force,2017,Fighting,4,Guitar Arcade Unit,1.75
380491,885114,Virtual Warp Rampage,1983,"Puzzle, Rhythm Game, Platformer",4,Claw Machine,0.25
623658,914158,Time Fury Adventure,2006,"Shooter, Light Gun Shooter, Puzzle",1,Arcade Boxing Machine,1.0
809626,172109,House of the Colossus Showdown,1975,"Racing, Maze",2,Guitar Arcade Unit,0.25
114121,886921,Skyward Maze Mania,1982,"Light Gun Shooter, Rhythm Game, Sport, Pinball",4,Pinball Machine,0.5
817825,783033,Cyber Combat Elite,2011,"Platformer, Rhythm Game, Light Gun Shooter",4,Racing Simulator,1.5
441201,198065,Alien Pirate Trials,2009,"Fighting, Puzzle, Shooter, Racing",4,Claw Machine,0.75
238133,607791,House of the Pirate Escape,1994,"Light Gun Shooter, Racing, Platformer",4,Virtual Pinball Machine,1.25
961032,711040,Cosmic Combat Elite,2001,Racing,1,Virtual Pinball Machine,0.75
477801,443793,Robo Colossus Escape,2002,"Rhythm Game, Beat 'em Up, Shooter",2,Pinball Machine,2.0
188632,412252,Cosmic Assault League,2013,"Maze, Shooter, Light Gun Shooter",2,Basketball Shooting Game,0.5
737561,353304,Cyber Rebellion Elite,1979,"Rhythm Game, Platformer, Sport",2,Virtual Pinball Machine,2.0
652290,229546,Cosmic Invaders Odyssey,2012,"Pinball, Platformer, Shooter",2,Basketball Shooting Game,1.0
731619,152903,Cosmic Maverick Genesis,1998,"Pinball, Rhythm Game, Light Gun Shooter",2,Claw Machine,1.0
459983,791277,Virtual Colossus Wars,2022,"Maze, Pinball, Platformer, Sport",4,Racing Simulator,1.0
199580,371708,Electric Jumper Chaos,1991,"Shooter, Pinball, Beat 'em Up, Sport",4,Coin Pusher Machine,1.25
20168,160526,Robo Rebellion Challenge,2017,"Maze, Rhythm Game",1,Foosball Table,2.0
557662,645746,Virtual Rocket Saga,1990,"Rhythm Game, Racing, Sport",4,Guitar Arcade Unit,0.75
963939,467717,Electric Vortex Trials,2020,Fighting,4,Foosball Table,0.25
180290,445934,Pixel Combat Escape,2015,"Beat 'em Up, Rhythm Game",1,Basketball Shooting Game,0.75
61392,711040,Asteroid Ninja Evolution,1980,"Pinball, Shooter",2,Arcade Boxing Machine,1.75
308269,666448,Mystic Rocket Odyssey,2019,Beat 'em Up,4,Coin Pusher Machine,1.5
195134,920153,Virtual Mash Showdown,1980,"Rhythm Game, Fighting, Pinball",1,Basketball Shooting Game,0.75
912693,303029,Space Rocket Quest,1979,"Sport, Rhythm Game, Pinball",2,Guitar Arcade Unit,2.0
848105,993188,Phantom Warp Xtreme,1991,"Puzzle, Pinball, Beat 'em Up",4,Virtual Reality Arcade Pod,0.5
108611,551101,Electric Vortex Genesis,2010,Pinball,2,Virtual Reality Arcade Pod,1.75
753628,307294,Cosmic Jumper Escape,2003,Light Gun Shooter,1,Arcade Boxing Machine,1.75
675015,389009,Cyber Ninja Pro,2012,Maze,2,Interactive Touchscreen,1.5
614808,172563,Galaxy Assault Mayhem,2006,"Shooter, Maze, Rhythm Game",4,Coin Pusher Machine,0.75
166404,781272,Galaxy Surfer Wars,2003,"Puzzle, Sport, Fighting, Light Gun Shooter",4,Virtual Reality Arcade Pod,0.75
303504,168185,Electric Surfer Evolution,2022,"Racing, Fighting, Platformer",4,Claw Machine,0.25
433512,129799,Electric Ninja Chaos,2003,"Platformer, Shooter, Fighting, Rhythm Game",2,Arcade Boxing Machine,0.75
712774,214620,Time Fighter Trials,1994,"Rhythm Game, Puzzle, Fighting",1,Basketball Shooting Game,2.0
811566,561300,Infinity Explorer Xtreme,1999,"Beat 'em Up, Fighting",4,Pinball Machine,0.5
606891,129799,Robo Fury Mayhem,1979,"Platformer, Maze, Shooter",1,Guitar Arcade Unit,1.25
972963,254744,Laser Quest Rampage,1984,"Fighting, Pinball",2,Virtual Pinball Machine,1.0
391296,608576,Alien Rocket Escape,2020,"Light Gun Shooter, Pinball, Sport",4,Foosball Table,2.0
277950,562838,Alien Vortex Pro,1990,"Light Gun Shooter, Shooter",4,Arcade Cabinet,0.25
221869,284331,Infinity Dragon Surge,1982,"Rhythm Game, Pinball",4,Guitar Arcade Unit,1.5
774381,112925,House of the Combat Escape,2014,"Racing, Sport",4,Basketball Shooting Game,1.25
976071,693915,Sky Rocket League,1987,"Beat 'em Up, Maze, Racing",4,Interactive Touchscreen,2.0
950699,488459,Sky Surfer Chaos,1989,"Shooter, Beat 'em Up",2,Bubble Hockey Table,1.0
691491,565472,Virtual Avenger 3000,2009,"Shooter, Pinball, Racing",2,Bubble Hockey Table,0.5
289019,216431,Phantom Rocket 3000,2005,"Fighting, Puzzle, Shooter",1,Interactive Touchscreen,1.5
549188,884953,Electric Combat Racers,2018,"Platformer, Beat 'em Up, Puzzle",4,Interactive Touchscreen,1.25
485276,697269,Electric Rebellion Elite,2005,"Beat 'em Up, Fighting, Puzzle",1,Virtual Reality Arcade Pod,1.5
881689,624358,Time Ninja Genesis,1990,"Platformer, Racing, Puzzle",2,Virtual Pinball Machine,2.0
745969,849437,Phantom Explorer Mania,1984,Fighting,1,Interactive Touchscreen,2.0
796259,930042,Mystic Mash League,2007,"Sport, Pinball, Maze",2,Dance Dance Revolution Machine,1.5
556747,703876,Phantom Jumper League,2003,"Rhythm Game, Racing",4,Claw Machine,0.25
745577,713197,House of the Explorer Surge,1977,"Racing, Puzzle, Pinball, Maze",4,Bubble Hockey Table,0.75
120616,922986,Time Quest Evolution,1988,"Light Gun Shooter, Rhythm Game, Fighting, Beat 'em Up",2,Dance Dance Revolution Machine,0.5
663684,122352,Skyward Invaders Challenge,2013,"Maze, Light Gun Shooter",2,Racing Simulator,2.0
181299,579582,Cyber Maverick Pro,1981,"Fighting, Maze, Beat 'em Up",1,Coin Pusher Machine,1.5
530733,778148,Robo Cavern Trials,2009,"Pinball, Rhythm Game, Maze, Beat 'em Up",4,Arcade Cabinet,0.5
345738,823546,Laser Dragon Surge,1981,"Platformer, Racing, Shooter, Light Gun Shooter",1,Bubble Hockey Table,1.5
631639,340631,Pixel Hero Chaos,2013,"Racing, Rhythm Game, Sport",4,Pinball Machine,0.5
898212,66778,Laser Ninja Legends,1993,"Sport, Puzzle, Light Gun Shooter",1,Basketball Shooting Game,1.75
266434,802967,Retro Pirate Pro,2020,"Rhythm Game, Shooter",2,Arcade Boxing Machine,1.25
622706,369203,Time Fighter Rampage,2005,"Light Gun Shooter, Pinball, Puzzle",2,Interactive Touchscreen,0.25
693829,749087,Crystal Ninja Challenge,1981,"Maze, Rhythm Game",4,Basketball Shooting Game,1.0
346052,909788,Space Colossus Mania,1989,"Light Gun Shooter, Pinball, Fighting",2,Pinball Machine,1.25
28976,199995,Jungle Assault Odyssey,2021,"Light Gun Shooter, Rhythm Game, Maze",1,Bubble Hockey Table,1.75
34342,284074,Galaxy Dragon Saga,2001,"Puzzle, Rhythm Game, Platformer, Light Gun Shooter",1,Bubble Hockey Table,0.5
862634,703130,Cosmic Quest Genesis,1991,"Sport, Light Gun Shooter",4,Virtual Reality Arcade Pod,1.5
792354,579582,Cosmic Jumper Chaos,2022,"Light Gun Shooter, Shooter",1,Interactive Touchscreen,1.0
269926,384085,Cyber Dragon Surge,2013,"Sport, Fighting, Light Gun Shooter, Rhythm Game",4,Claw Machine,0.75
154526,431417,Neon Warp Odyssey,2007,"Rhythm Game, Puzzle, Maze",4,Arcade Cabinet,2.0
59810,740339,Cosmic Combat Rampage,2020,"Pinball, Shooter, Rhythm Game",1,Coin Pusher Machine,1.0
912383,890188,Retro Pirate Racers,1997,"Platformer, Shooter, Beat 'em Up",2,Foosball Table,0.75
755834,479310,Virtual Maze Challenge,2018,"Maze, Shooter, Light Gun Shooter",4,Arcade Boxing Machine,0.5
538768,104821,Retro Jumper Wars,2016,"Pinball, Puzzle",1,Virtual Reality Arcade Pod,1.5
311876,930042,Jungle Racer Mayhem,1997,"Shooter, Puzzle, Fighting, Pinball",4,Racing Simulator,0.75
297884,895350,Alien Avenger Challenge,1976,"Platformer, Shooter, Pinball",2,Virtual Reality Arcade Pod,1.25
492811,382035,Jungle Wizard Adventure,2003,"Rhythm Game, Shooter, Maze, Fighting",1,Virtual Reality Arcade Pod,1.25
698090,693915,Skyward Assault Chaos,1977,"Sport, Light Gun Shooter, Fighting",1,Foosball Table,1.5
218848,912924,Electric Wizard Quest,1977,Puzzle,4,Coin Pusher Machine,1.5
53607,883098,Crystal Invaders Escape,1999,"Beat 'em Up, Puzzle",4,Virtual Reality Arcade Pod,1.25
752314,926871,Monster Warp Quest,2015,"Maze, Puzzle, Sport, Fighting",4,Interactive Touchscreen,2.0
144211,60568,Electric Maze Xtreme,2008,"Beat 'em Up, Puzzle, Fighting",1,Guitar Arcade Unit,1.0
884630,599698,Crystal Hero Chaos,1975,"Pinball, Light Gun Shooter, Maze, Fighting",2,Bubble Hockey Table,1.0
786370,29473,Laser Rocket Chaos,2002,Light Gun Shooter,4,Dance Dance Revolution Machine,0.25
849229,886921,Phantom Racer Adventure,2022,"Racing, Platformer, Fighting",2,Dance Dance Revolution Machine,0.5
718536,97609,Phantom Vortex Xtreme,2004,Beat 'em Up,2,Virtual Reality Arcade Pod,0.5
